item_id,cpse,cluster_id,raw_description,location,stock_qty,unit_price_inr,target_unspsc
BPCL-100222,BPCL,74,VALVE BALL 150MM 150LBS CAST CS BUTTWELD,Mumbai Refinery,34,47955,40141607
ONGC-100223,ONGC,75,GASKET-SPIRAL-WOUND-RF-4IN-CL150-SS304,Uran Trombay,47,2878,31181504
IOCL-100224,IOCL,75,"GASKET SPIRAL WOUND, 4"", 150#, 304SS, FLGD RF",Mathura Refinery,127,4978,31181504
BPCL-100225,BPCL,75,GASKET SPIRAL WOUND 100NB 150LBS SS304 RAISED FACE,Mumbai Refinery,107,4911,31181504
ONGC-100226,ONGC,76,VALVE-GLOBE-BW-1/2IN-CL300-SS316,Uran Trombay,34,51279,40141612
IOCL-100227,IOCL,76,"VALVE GLOBE, 1/2"", 300#, AISI 316, BW ENDS",Paradip,64,54803,40141612
BPCL-100228,BPCL,76,VALVE GLOBE DN15 300LBS 316SS BUTTWELD,Bina Refinery,27,54387,40141612
ONGC-100229,ONGC,77,VALVE-GLOBE-RF-8IN-CL150-SS316,Mumbai High Offshore,17,52492,40141612
IOCL-100230,IOCL,77,"VALVE GLOBE, 8"", 150#, AISI 316, FLGD RF",Gujarat Refinery,120,50630,40141612
BPCL-100231,BPCL,77,VALVE GLOBE 200NB 150LBS 316SS RAISED FACE,Kochi Refinery,71,52289,40141612
ONGC-100232,ONGC,78,VALVE-GLOBE-RF-6IN-CL600-A105,Mumbai High Offshore,49,54103,40141612
IOCL-100233,IOCL,78,"VALVE GLOBE, 6"", 600#, ASTM A105, FLGD RF",Panipat Refinery,8,54068,40141612
BPCL-100234,BPCL,78,VALVE GLOBE 150MM 600LBS FORGED CS RAISED FACE,Bina Refinery,118,52819,40141612
ONGC-100235,ONGC,79,VALVE-BALL-BW-8IN-CL300-WCB,Uran Trombay,98,46850,40141607
IOCL-100236,IOCL,79,"VALVE BALL, 8"", 300#, ASTM A216 WCB, BW ENDS",Panipat Refinery,108,46774,40141607
BPCL-100237,BPCL,79,VALVE BALL 200NB 300LBS CAST CS BUTTWELD,Kochi Refinery,86,45314,40141607
ONGC-100238,ONGC,80,VALVE-BALL-BW-4IN-CL150-WCB,Ankleshwar,25,43085,40141607
IOCL-100239,IOCL,80,"VALVE BALL, 4"", 150#, ASTM A216 WCB, BW ENDS",Mathura Refinery,49,44038,40141607
BPCL-100240,BPCL,80,VALVE BALL 100NB 150LBS CAST CS BUTTWELD,Kochi Refinery,97,43545,40141607
ONGC-100241,ONGC,81,FLANGE-WELD-NECK-RF-1IN-CL800-SS316,Hazira Plant,63,12290,40173308
IOCL-100242,IOCL,81,"FLANGE WELD NECK, 1"", 800#, AISI 316, FLGD RF",Mathura Refinery,49,10102,40173308
BPCL-100243,BPCL,81,FLANGE WELD NECK 25NB 800LB 316SS RAISED FACE,Mumbai Refinery,71,12267,40173308
ONGC-100244,ONGC,82,GASKET-SPIRAL-WOUND-RF-2IN-CL600-A105,Uran Trombay,43,4150,31181504
IOCL-100245,IOCL,82,"GASKET SPIRAL WOUND, 2"", 600#, ASTM A105, FLGD RF",Mathura Refinery,98,1764,31181504
BPCL-100246,BPCL,82,GASKET SPIRAL WOUND 50NB 600LBS FORGED CS RAISED FACE,Mumbai Refinery,26,4158,31181504
ONGC-100247,ONGC,83,VALVE-GLOBE-RF-1/2IN-CL150-A105,Mumbai High Offshore,62,54005,40141612
IOCL-100248,IOCL,83,"VALVE GLOBE, 1/2"", 150#, ASTM A105, FLGD RF",Gujarat Refinery,18,50792,40141612
BPCL-100249,BPCL,83,VALVE GLOBE DN15 150LBS FORGED CS RAISED FACE,Kochi Refinery,140,54707,40141612
ONGC-100250,ONGC,84,FLANGE-WELD-NECK-RF-6IN-CL300-SS304,Ankleshwar,46,10188,40173308
IOCL-100251,IOCL,84,"FLANGE WELD NECK, 6"", 300#, 304SS, FLGD RF",Paradip,105,12138,40173308
BPCL-100252,BPCL,84,FLANGE WELD NECK 150MM 300LBS SS304 RAISED FACE,Bina Refinery,57,11179,40173308
ONGC-100253,ONGC,85,VALVE-GLOBE-RF-2IN-CL300-SS304,Ankleshwar,69,51185,40141612
IOCL-100254,IOCL,85,"VALVE GLOBE, 2"", 300#, 304SS, FLGD RF",Panipat Refinery,94,52491,40141612
BPCL-100255,BPCL,85,VALVE GLOBE 50NB 300LBS SS304 RAISED FACE,Mumbai Refinery,82,51224,40141612
ONGC-100256,ONGC,86,VALVE-GATE-BW-8IN-CL300-WCB,Hazira Plant,115,58693,40141611
IOCL-100257,IOCL,86,"VALVE GATE, 8"", 300#, ASTM A216 WCB, BW ENDS",Panipat Refinery,104,61128,40141611
BPCL-100258,BPCL,86,VALVE GATE 200NB 300LBS CAST CS BUTTWELD,Bina Refinery,69,61770,40141611
ONGC-100259,ONGC,87,VALVE-BALL-RF-3IN-CL300-A105,Ankleshwar,148,46199,40141607
IOCL-100260,IOCL,87,"VALVE BALL, 3"", 300#, ASTM A105, FLGD RF",Mathura Refinery,111,45195,40141607
BPCL-100261,BPCL,87,VALVE BALL DN80 300LBS FORGED CS RAISED FACE,Kochi Refinery,82,43822,40141607
ONGC-100262,ONGC,88,VALVE-GATE-BW-6IN-CL800-A105,Mumbai High Offshore,32,58536,40141611
IOCL-100263,IOCL,88,"VALVE GATE, 6"", 800#, ASTM A105, BW ENDS",Gujarat Refinery,72,61581,40141611
BPCL-100264,BPCL,88,VALVE GATE 150MM 800LB FORGED CS BUTTWELD,Mumbai Refinery,104,60783,40141611
ONGC-100265,ONGC,89,VALVE-GLOBE-RF-3IN-CL600-SS316,Mumbai High Offshore,86,54163,40141612
IOCL-100266,IOCL,89,"VALVE GLOBE, 3"", 600#, AISI 316, FLGD RF",Panipat Refinery,117,51807,40141612
BPCL-100267,BPCL,89,VALVE GLOBE DN80 600LBS 316SS RAISED FACE,Bina Refinery,147,52609,40141612
ONGC-100268,ONGC,90,GASKET-SPIRAL-WOUND-RF-8IN-CL150-WCB,Mumbai High Offshore,114,1988,31181504
IOCL-100269,IOCL,90,"GASKET SPIRAL WOUND, 8"", 150#, ASTM A216 WCB, FLGD RF",Paradip,141,3430,31181504
BPCL-100270,BPCL,90,GASKET SPIRAL WOUND 200NB 150LBS CAST CS RAISED FACE,Kochi Refinery,105,3517,31181504
ONGC-100271,ONGC,91,GASKET-SPIRAL-WOUND-RF-4IN-CL300-WCB,Mumbai High Offshore,13,2051,31181504
IOCL-100272,IOCL,91,"GASKET SPIRAL WOUND, 4"", 300#, ASTM A216 WCB, FLGD RF",Mathura Refinery,142,3764,31181504
BPCL-100273,BPCL,91,GASKET SPIRAL WOUND 100NB 300LBS CAST CS RAISED FACE,Kochi Refinery,108,3432,31181504
ONGC-100274,ONGC,92,VALVE-CHECK-BW-1IN-CL800-WCB,Ankleshwar,126,39407,40141604
IOCL-100275,IOCL,92,"VALVE CHECK, 1"", 800#, ASTM A216 WCB, BW ENDS",Gujarat Refinery,42,36388,40141604
BPCL-100276,BPCL,92,VALVE CHECK 25NB 800LB CAST CS BUTTWELD,Bina Refinery,78,39265,40141604
ONGC-100277,ONGC,93,VALVE-BALL-BW-2IN-CL150-WCB,Ankleshwar,59,43761,40141607
IOCL-100278,IOCL,93,"VALVE BALL, 2"", 150#, ASTM A216 WCB, BW ENDS",Paradip,72,44306,40141607
BPCL-100279,BPCL,93,VALVE BALL 50NB 150LBS CAST CS BUTTWELD,Bina Refinery,112,45695,40141607
ONGC-100280,ONGC,94,VALVE-GLOBE-RF-4IN-CL150-SS316,Ankleshwar,5,53876,40141612
IOCL-100281,IOCL,94,"VALVE GLOBE, 4"", 150#, AISI 316, FLGD RF",Panipat Refinery,78,51337,40141612
BPCL-100282,BPCL,94,VALVE GLOBE 100NB 150LBS 316SS RAISED FACE,Bina Refinery,148,50895,40141612
ONGC-100283,ONGC,95,GASKET-SPIRAL-WOUND-RF-4IN-CL150-SS304,Ankleshwar,48,3536,31181504
IOCL-100284,IOCL,95,"GASKET SPIRAL WOUND, 4"", 150#, 304SS, FLGD RF",Paradip,126,4277,31181504
BPCL-100285,BPCL,95,GASKET SPIRAL WOUND 100NB 150LBS SS304 RAISED FACE,Kochi Refinery,96,1981,31181504
ONGC-100286,ONGC,96,GASKET-SPIRAL-WOUND-RF-8IN-CL800-SS304,Ankleshwar,65,2490,31181504
IOCL-100287,IOCL,96,"GASKET SPIRAL WOUND, 8"", 800#, 304SS, FLGD RF",Mathura Refinery,109,4698,31181504
BPCL-100288,BPCL,96,GASKET SPIRAL WOUND 200NB 800LB SS304 RAISED FACE,Kochi Refinery,74,5856,31181504
ONGC-100289,ONGC,97,VALVE-BALL-RF-2IN-CL300-SS304,Hazira Plant,135,45491,40141607
IOCL-100290,IOCL,97,"VALVE BALL, 2"", 300#, 304SS, FLGD RF",Mathura Refinery,63,47253,40141607
BPCL-100291,BPCL,97,VALVE BALL 50NB 300LBS SS304 RAISED FACE,Mumbai Refinery,49,44061,40141607
ONGC-100292,ONGC,98,VALVE-GATE-BW-1/2IN-CL300-A105,Mumbai High Offshore,37,59433,40141611
IOCL-100293,IOCL,98,"VALVE GATE, 1/2"", 300#, ASTM A105, BW ENDS",Panipat Refinery,54,61815,40141611
BPCL-100294,BPCL,98,VALVE GATE DN15 300LBS FORGED CS BUTTWELD,Kochi Refinery,74,59745,40141611
ONGC-100295,ONGC,99,GASKET-SPIRAL-WOUND-BW-8IN-CL150-SS316,Mumbai High Offshore,110,3159,31181504
IOCL-100296,IOCL,99,"GASKET SPIRAL WOUND, 8"", 150#, AISI 316, BW ENDS",Gujarat Refinery,129,1884,31181504
BPCL-100297,BPCL,99,GASKET SPIRAL WOUND 200NB 150LBS 316SS BUTTWELD,Kochi Refinery,145,6351,31181504
ONGC-100298,ONGC,100,VALVE-BALL-RF-8IN-CL600-SS304,Ankleshwar,107,45067,40141607
IOCL-100299,IOCL,100,"VALVE BALL, 8"", 600#, 304SS, FLGD RF",Mathura Refinery,8,47153,40141607
BPCL-100300,BPCL,100,VALVE BALL 200NB 600LBS SS304 RAISED FACE,Kochi Refinery,111,46336,40141607
ONGC-100301,ONGC,101,VALVE-BALL-RF-2IN-CL800-SS316,Mumbai High Offshore,110,47661,40141607
IOCL-100302,IOCL,101,"VALVE BALL, 2"", 800#, AISI 316, FLGD RF",Mathura Refinery,150,47282,40141607
BPCL-100303,BPCL,101,VALVE BALL 50NB 800LB 316SS RAISED FACE,Kochi Refinery,112,45967,40141607
ONGC-100304,ONGC,102,VALVE-BALL-RF-8IN-CL150-SS316,Uran Trombay,38,47427,40141607
IOCL-100305,IOCL,102,"VALVE BALL, 8"", 150#, AISI 316, FLGD RF",Mathura Refinery,94,47478,40141607
BPCL-100306,BPCL,102,VALVE BALL 200NB 150LBS 316SS RAISED FACE,Mumbai Refinery,142,46754,40141607
ONGC-100307,ONGC,103,VALVE-GATE-BW-6IN-CL150-SS316,Mumbai High Offshore,9,58790,40141611
IOCL-100308,IOCL,103,"VALVE GATE, 6"", 150#, AISI 316, BW ENDS",Paradip,75,60746,40141611
BPCL-100309,BPCL,103,VALVE GATE 150MM 150LBS 316SS BUTTWELD,Kochi Refinery,60,62650,40141611
ONGC-100310,ONGC,104,VALVE-GATE-BW-8IN-CL600-SS304,Hazira Plant,84,60142,40141611
IOCL-100311,IOCL,104,"VALVE GATE, 8"", 600#, 304SS, BW ENDS",Panipat Refinery,33,59799,40141611
BPCL-100312,BPCL,104,VALVE GATE 200NB 600LBS SS304 BUTTWELD,Kochi Refinery,76,58991,40141611
ONGC-100313,ONGC,105,VALVE-GATE-RF-1IN-CL800-SS316,Hazira Plant,89,60031,40141611
IOCL-100314,IOCL,105,"VALVE GATE, 1"", 800#, AISI 316, FLGD RF",Gujarat Refinery,146,61750,40141611
BPCL-100315,BPCL,105,VALVE GATE 25NB 800LB 316SS RAISED FACE,Mumbai Refinery,35,59997,40141611
ONGC-100316,ONGC,106,VALVE-GATE-RF-1/2IN-CL600-SS316,Ankleshwar,119,58321,40141611
IOCL-100317,IOCL,106,"VALVE GATE, 1/2"", 600#, AISI 316, FLGD RF",Mathura Refinery,136,62914,40141611
BPCL-100318,BPCL,106,VALVE GATE DN15 600LBS 316SS RAISED FACE,Bina Refinery,108,58110,40141611
ONGC-100319,ONGC,107,FLANGE-WELD-NECK-RF-4IN-CL600-WCB,Mumbai High Offshore,14,12484,40173308
IOCL-100320,IOCL,107,"FLANGE WELD NECK, 4"", 600#, ASTM A216 WCB, FLGD RF",Panipat Refinery,137,11136,40173308
BPCL-100321,BPCL,107,FLANGE WELD NECK 100NB 600LBS CAST CS RAISED FACE,Bina Refinery,47,12443,40173308
ONGC-100322,ONGC,108,GASKET-SPIRAL-WOUND-RF-4IN-CL800-WCB,Ankleshwar,68,4982,31181504
IOCL-100323,IOCL,108,"GASKET SPIRAL WOUND, 4"", 800#, ASTM A216 WCB, FLGD RF",Panipat Refinery,123,4306,31181504
BPCL-100324,BPCL,108,GASKET SPIRAL WOUND 100NB 800LB CAST CS RAISED FACE,Kochi Refinery,73,4536,31181504
ONGC-100325,ONGC,109,VALVE-BALL-BW-2IN-CL150-WCB,Mumbai High Offshore,143,47263,40141607
IOCL-100326,IOCL,109,"VALVE BALL, 2"", 150#, ASTM A216 WCB, BW ENDS",Gujarat Refinery,138,47330,40141607
BPCL-100327,BPCL,109,VALVE BALL 50NB 150LBS CAST CS BUTTWELD,Bina Refinery,72,45961,40141607
ONGC-100328,ONGC,110,VALVE-CHECK-RF-1IN-CL800-A105,Hazira Plant,42,36589,40141604
IOCL-100329,IOCL,110,"VALVE CHECK, 1"", 800#, ASTM A105, FLGD RF",Mathura Refinery,143,40845,40141604
BPCL-100330,BPCL,110,VALVE CHECK 25NB 800LB FORGED CS RAISED FACE,Mumbai Refinery,82,37358,40141604
ONGC-100331,ONGC,111,VALVE-GATE-BW-1IN-CL800-SS316,Mumbai High Offshore,5,58994,40141611
IOCL-100332,IOCL,111,"VALVE GATE, 1"", 800#, AISI 316, BW ENDS",Mathura Refinery,20,62459,40141611
BPCL-100333,BPCL,111,VALVE GATE 25NB 800LB 316SS BUTTWELD,Mumbai Refinery,21,59030,40141611
ONGC-100334,ONGC,112,VALVE-GATE-RF-1IN-CL150-SS316,Ankleshwar,64,58123,40141611
IOCL-100335,IOCL,112,"VALVE GATE, 1"", 150#, AISI 316, FLGD RF",Paradip,132,60709,40141611
BPCL-100336,BPCL,112,VALVE GATE 25NB 150LBS 316SS RAISED FACE,Kochi Refinery,68,60314,40141611
ONGC-100337,ONGC,113,VALVE-BALL-BW-8IN-CL300-WCB,Mumbai High Offshore,92,47991,40141607
IOCL-100338,IOCL,113,"VALVE BALL, 8"", 300#, ASTM A216 WCB, BW ENDS",Paradip,105,47539,40141607
BPCL-100339,BPCL,113,VALVE BALL 200NB 300LBS CAST CS BUTTWELD,Kochi Refinery,101,47446,40141607
ONGC-100340,ONGC,114,FLANGE-WELD-NECK-RF-3IN-CL150-WCB,Uran Trombay,38,11449,40173308
IOCL-100341,IOCL,114,"FLANGE WELD NECK, 3"", 150#, ASTM A216 WCB, FLGD RF",Paradip,95,13107,40173308
BPCL-100342,BPCL,114,FLANGE WELD NECK DN80 150LBS CAST CS RAISED FACE,Mumbai Refinery,117,14880,40173308
ONGC-100343,ONGC,115,VALVE-BALL-BW-2IN-CL300-SS316,Mumbai High Offshore,21,44805,40141607
IOCL-100344,IOCL,115,"VALVE BALL, 2"", 300#, AISI 316, BW ENDS",Panipat Refinery,115,44318,40141607
BPCL-100345,BPCL,115,VALVE BALL 50NB 300LBS 316SS BUTTWELD,Bina Refinery,93,44618,40141607
ONGC-100346,ONGC,116,VALVE-GATE-BW-2IN-CL150-SS304,Hazira Plant,46,58928,40141611
IOCL-100347,IOCL,116,"VALVE GATE, 2"", 150#, 304SS, BW ENDS",Paradip,29,62788,40141611
BPCL-100348,BPCL,116,VALVE GATE 50NB 150LBS SS304 BUTTWELD,Kochi Refinery,85,59828,40141611
ONGC-100349,ONGC,117,VALVE-GLOBE-RF-8IN-CL600-A105,Uran Trombay,43,53237,40141612
IOCL-100350,IOCL,117,"VALVE GLOBE, 8"", 600#, ASTM A105, FLGD RF",Paradip,120,52389,40141612
BPCL-100351,BPCL,117,VALVE GLOBE 200NB 600LBS FORGED CS RAISED FACE,Kochi Refinery,12,50983,40141612
ONGC-100352,ONGC,118,VALVE-GATE-BW-1IN-CL300-SS316,Hazira Plant,107,61063,40141611
IOCL-100353,IOCL,118,"VALVE GATE, 1"", 300#, AISI 316, BW ENDS",Gujarat Refinery,2,61683,40141611
BPCL-100354,BPCL,118,VALVE GATE 25NB 300LBS 316SS BUTTWELD,Kochi Refinery,131,59813,40141611
ONGC-100355,ONGC,119,VALVE-GLOBE-BW-6IN-CL150-WCB,Hazira Plant,97,54011,40141612
IOCL-100356,IOCL,119,"VALVE GLOBE, 6"", 150#, ASTM A216 WCB, BW ENDS",Gujarat Refinery,22,54123,40141612
BPCL-100357,BPCL,119,VALVE GLOBE 150MM 150LBS CAST CS BUTTWELD,Kochi Refinery,90,52500,40141612
ONGC-100358,ONGC,120,GASKET-SPIRAL-WOUND-RF-4IN-CL600-WCB,Uran Trombay,103,4089,31181504
IOCL-100359,IOCL,120,"GASKET SPIRAL WOUND, 4"", 600#, ASTM A216 WCB, FLGD RF",Mathura Refinery,48,2593,31181504
BPCL-100360,BPCL,120,GASKET SPIRAL WOUND 100NB 600LBS CAST CS RAISED FACE,Kochi Refinery,63,1965,31181504
ONGC-100361,ONGC,121,VALVE-BALL-BW-4IN-CL800-WCB,Uran Trombay,29,45149,40141607
IOCL-100362,IOCL,121,"VALVE BALL, 4"", 800#, ASTM A216 WCB, BW ENDS",Mathura Refinery,126,47094,40141607
BPCL-100363,BPCL,121,VALVE BALL 100NB 800LB CAST CS BUTTWELD,Mumbai Refinery,86,44446,40141607
ONGC-100364,ONGC,122,VALVE-CHECK-BW-3IN-CL600-WCB,Uran Trombay,69,38223,40141604
IOCL-100365,IOCL,122,"VALVE CHECK, 3"", 600#, ASTM A216 WCB, BW ENDS",Panipat Refinery,48,37582,40141604
BPCL-100366,BPCL,122,VALVE CHECK DN80 600LBS CAST CS BUTTWELD,Mumbai Refinery,127,38629,40141604
ONGC-100367,ONGC,123,GASKET-SPIRAL-WOUND-RF-1/2IN-CL300-A105,Ankleshwar,47,6176,31181504
IOCL-100368,IOCL,123,"GASKET SPIRAL WOUND, 1/2"", 300#, ASTM A105, FLGD RF",Gujarat Refinery,2,2972,31181504
BPCL-100369,BPCL,123,GASKET SPIRAL WOUND DN15 300LBS FORGED CS RAISED FACE,Kochi Refinery,86,2232,31181504
ONGC-100370,ONGC,124,VALVE-CHECK-RF-1/2IN-CL800-WCB,Mumbai High Offshore,133,37888,40141604
IOCL-100371,IOCL,124,"VALVE CHECK, 1/2"", 800#, ASTM A216 WCB, FLGD RF",Paradip,56,37129,40141604
BPCL-100372,BPCL,124,VALVE CHECK DN15 800LB CAST CS RAISED FACE,Kochi Refinery,141,37196,40141604
ONGC-100373,ONGC,125,GASKET-SPIRAL-WOUND-BW-1/2IN-CL800-A105,Hazira Plant,48,2894,31181504
IOCL-100374,IOCL,125,"GASKET SPIRAL WOUND, 1/2"", 800#, ASTM A105, BW ENDS",Panipat Refinery,139,3645,31181504
BPCL-100375,BPCL,125,GASKET SPIRAL WOUND DN15 800LB FORGED CS BUTTWELD,Mumbai Refinery,143,4844,31181504
ONGC-100376,ONGC,126,VALVE-GLOBE-BW-4IN-CL150-WCB,Ankleshwar,45,50220,40141612
IOCL-100377,IOCL,126,"VALVE GLOBE, 4"", 150#, ASTM A216 WCB, BW ENDS",Panipat Refinery,122,54051,40141612
BPCL-100378,BPCL,126,VALVE GLOBE 100NB 150LBS CAST CS BUTTWELD,Bina Refinery,38,52076,40141612
ONGC-100379,ONGC,127,VALVE-CHECK-BW-2IN-CL300-SS316,Hazira Plant,43,37003,40141604
IOCL-100380,IOCL,127,"VALVE CHECK, 2"", 300#, AISI 316, BW ENDS",Mathura Refinery,57,38125,40141604
BPCL-100381,BPCL,127,VALVE CHECK 50NB 300LBS 316SS BUTTWELD,Kochi Refinery,140,40531,40141604
ONGC-100382,ONGC,128,VALVE-GLOBE-RF-1/2IN-CL800-A105,Mumbai High Offshore,131,50954,40141612
IOCL-100383,IOCL,128,"VALVE GLOBE, 1/2"", 800#, ASTM A105, FLGD RF",Gujarat Refinery,105,54853,40141612
BPCL-100384,BPCL,128,VALVE GLOBE DN15 800LB FORGED CS RAISED FACE,Mumbai Refinery,80,51695,40141612
ONGC-100385,ONGC,129,VALVE-CHECK-RF-6IN-CL600-A105,Mumbai High Offshore,10,36131,40141604
IOCL-100386,IOCL,129,"VALVE CHECK, 6"", 600#, ASTM A105, FLGD RF",Mathura Refinery,59,40535,40141604
BPCL-100387,BPCL,129,VALVE CHECK 150MM 600LBS FORGED CS RAISED FACE,Bina Refinery,6,37906,40141604
ONGC-100388,ONGC,130,VALVE-GATE-BW-6IN-CL600-SS316,Hazira Plant,25,60541,40141611
IOCL-100389,IOCL,130,"VALVE GATE, 6"", 600#, AISI 316, BW ENDS",Paradip,146,58372,40141611
BPCL-100390,BPCL,130,VALVE GATE 150MM 600LBS 316SS BUTTWELD,Bina Refinery,64,60970,40141611
ONGC-100391,ONGC,131,VALVE-GLOBE-BW-1/2IN-CL300-SS316,Ankleshwar,82,51268,40141612
IOCL-100392,IOCL,131,"VALVE GLOBE, 1/2"", 300#, AISI 316, BW ENDS",Gujarat Refinery,75,52493,40141612
BPCL-100393,BPCL,131,VALVE GLOBE DN15 300LBS 316SS BUTTWELD,Mumbai Refinery,21,53053,40141612
ONGC-100394,ONGC,132,FLANGE-WELD-NECK-BW-1/2IN-CL150-WCB,Uran Trombay,0,11026,40173308
IOCL-100395,IOCL,132,"FLANGE WELD NECK, 1/2"", 150#, ASTM A216 WCB, BW ENDS",Gujarat Refinery,78,14732,40173308
BPCL-100396,BPCL,132,FLANGE WELD NECK DN15 150LBS CAST CS BUTTWELD,Kochi Refinery,22,12678,40173308
ONGC-100397,ONGC,133,VALVE-GLOBE-RF-1/2IN-CL300-SS316,Ankleshwar,141,53715,40141612
IOCL-100398,IOCL,133,"VALVE GLOBE, 1/2"", 300#, AISI 316, FLGD RF",Panipat Refinery,142,53014,40141612
BPCL-100399,BPCL,133,VALVE GLOBE DN15 300LBS 316SS RAISED FACE,Mumbai Refinery,31,50052,40141612
ONGC-100400,ONGC,134,VALVE-BALL-RF-2IN-CL150-WCB,Hazira Plant,20,46645,40141607
IOCL-100401,IOCL,134,"VALVE BALL, 2"", 150#, ASTM A216 WCB, FLGD RF",Gujarat Refinery,137,47055,40141607
BPCL-100402,BPCL,134,VALVE BALL 50NB 150LBS CAST CS RAISED FACE,Mumbai Refinery,135,47426,40141607
ONGC-100403,ONGC,135,VALVE-BALL-RF-8IN-CL800-SS316,Mumbai High Offshore,109,46969,40141607
IOCL-100404,IOCL,135,"VALVE BALL, 8"", 800#, AISI 316, FLGD RF",Panipat Refinery,105,45286,40141607
BPCL-100405,BPCL,135,VALVE BALL 200NB 800LB 316SS RAISED FACE,Mumbai Refinery,56,43032,40141607
ONGC-100406,ONGC,136,VALVE-GATE-BW-8IN-CL800-SS316,Hazira Plant,131,60900,40141611
IOCL-100407,IOCL,136,"VALVE GATE, 8"", 800#, AISI 316, BW ENDS",Gujarat Refinery,108,59895,40141611
BPCL-100408,BPCL,136,VALVE GATE 200NB 800LB 316SS BUTTWELD,Bina Refinery,87,62781,40141611
ONGC-100409,ONGC,137,VALVE-GATE-RF-6IN-CL600-SS316,Hazira Plant,119,62385,40141611
IOCL-100410,IOCL,137,"VALVE GATE, 6"", 600#, AISI 316, FLGD RF",Gujarat Refinery,78,61028,40141611
BPCL-100411,BPCL,137,VALVE GATE 150MM 600LBS 316SS RAISED FACE,Bina Refinery,43,60518,40141611
ONGC-100412,ONGC,138,FLANGE-WELD-NECK-RF-3IN-CL150-WCB,Hazira Plant,76,12088,40173308
IOCL-100413,IOCL,138,"FLANGE WELD NECK, 3"", 150#, ASTM A216 WCB, FLGD RF",Mathura Refinery,66,13367,40173308
BPCL-100414,BPCL,138,FLANGE WELD NECK DN80 150LBS CAST CS RAISED FACE,Mumbai Refinery,58,13075,40173308
ONGC-100415,ONGC,139,VALVE-GLOBE-BW-1/2IN-CL600-SS304,Ankleshwar,25,52020,40141612
IOCL-100416,IOCL,139,"VALVE GLOBE, 1/2"", 600#, 304SS, BW ENDS",Gujarat Refinery,74,53863,40141612
BPCL-100417,BPCL,139,VALVE GLOBE DN15 600LBS SS304 BUTTWELD,Kochi Refinery,127,53323,40141612
ONGC-100418,ONGC,140,FLANGE-WELD-NECK-BW-8IN-CL300-WCB,Hazira Plant,16,10218,40173308
IOCL-100419,IOCL,140,"FLANGE WELD NECK, 8"", 300#, ASTM A216 WCB, BW ENDS",Mathura Refinery,47,14846,40173308
BPCL-100420,BPCL,140,FLANGE WELD NECK 200NB 300LBS CAST CS BUTTWELD,Kochi Refinery,120,11735,40173308
ONGC-100421,ONGC,141,VALVE-GATE-BW-3IN-CL150-SS316,Uran Trombay,114,59993,40141611
IOCL-100422,IOCL,141,"VALVE GATE, 3"", 150#, AISI 316, BW ENDS",Gujarat Refinery,146,62680,40141611
BPCL-100423,BPCL,141,VALVE GATE DN80 150LBS 316SS BUTTWELD,Kochi Refinery,10,58652,40141611
ONGC-100424,ONGC,142,VALVE-BALL-BW-2IN-CL300-WCB,Uran Trombay,130,44939,40141607
IOCL-100425,IOCL,142,"VALVE BALL, 2"", 300#, ASTM A216 WCB, BW ENDS",Gujarat Refinery,135,43275,40141607
BPCL-100426,BPCL,142,VALVE BALL 50NB 300LBS CAST CS BUTTWELD,Mumbai Refinery,32,46492,40141607
ONGC-100427,ONGC,143,GASKET-SPIRAL-WOUND-BW-2IN-CL300-A105,Mumbai High Offshore,20,3922,31181504
IOCL-100428,IOCL,143,"GASKET SPIRAL WOUND, 2"", 300#, ASTM A105, BW ENDS",Gujarat Refinery,134,5448,31181504
BPCL-100429,BPCL,143,GASKET SPIRAL WOUND 50NB 300LBS FORGED CS BUTTWELD,Mumbai Refinery,104,5546,31181504
ONGC-100430,ONGC,144,GASKET-SPIRAL-WOUND-RF-3IN-CL800-SS304,Uran Trombay,24,5618,31181504
IOCL-100431,IOCL,144,"GASKET SPIRAL WOUND, 3"", 800#, 304SS, FLGD RF",Gujarat Refinery,129,4384,31181504
BPCL-100432,BPCL,144,GASKET SPIRAL WOUND DN80 800LB SS304 RAISED FACE,Bina Refinery,28,2605,31181504
ONGC-100433,ONGC,145,VALVE-BALL-RF-6IN-CL800-SS316,Ankleshwar,6,46085,40141607
IOCL-100434,IOCL,145,"VALVE BALL, 6"", 800#, AISI 316, FLGD RF",Gujarat Refinery,10,44587,40141607
BPCL-100435,BPCL,145,VALVE BALL 150MM 800LB 316SS RAISED FACE,Kochi Refinery,67,46454,40141607
ONGC-100436,ONGC,146,VALVE-BALL-BW-6IN-CL600-SS304,Mumbai High Offshore,20,46982,40141607
IOCL-100437,IOCL,146,"VALVE BALL, 6"", 600#, 304SS, BW ENDS",Paradip,104,47243,40141607
BPCL-100438,BPCL,146,VALVE BALL 150MM 600LBS SS304 BUTTWELD,Mumbai Refinery,44,44812,40141607
ONGC-100439,ONGC,147,VALVE-GATE-BW-2IN-CL800-SS316,Mumbai High Offshore,8,61128,40141611
IOCL-100440,IOCL,147,"VALVE GATE, 2"", 800#, AISI 316, BW ENDS",Mathura Refinery,134,60263,40141611
BPCL-100441,BPCL,147,VALVE GATE 50NB 800LB 316SS BUTTWELD,Kochi Refinery,139,61575,40141611
ONGC-100442,ONGC,148,VALVE-GATE-BW-8IN-CL800-SS304,Ankleshwar,44,59011,40141611
